,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track,artist,msPlayed,datetime
0,0.271,0.481,7,-9.985,0,0.0378,0.107,0.465,0.156,0.136,118.065,audio_features,3bbfY8yDDwzLvvx3tFwy8i,spotify:track:3bbfY8yDDwzLvvx3tFwy8i,https://api.spotify.com/v1/tracks/3bbfY8yDDwzLvvx3tFwy8i,https://api.spotify.com/v1/audio-analysis/3bbfY8yDDwzLvvx3tFwy8i,744569,4,Starless,King Crimson,153806,2023-12-14 16:21:00
0,0.396,0.0827,9,-21.574,0,0.0429,0.578,1.9e-06,0.104,0.2,107.025,audio_features,5hyRrd5BoYapoY2mTRsnHV,spotify:track:5hyRrd5BoYapoY2mTRsnHV,https://api.spotify.com/v1/tracks/5hyRrd5BoYapoY2mTRsnHV,https://api.spotify.com/v1/audio-analysis/5hyRrd5BoYapoY2mTRsnHV,175721,4,Book Of Saturday,King Crimson,2598,2023-12-14 16:21:00
0,0.63,0.638,7,-10.358,1,0.0327,0.167,3.89e-05,0.333,0.725,148.704,audio_features,49Ufp2YksR78HhzjIISVWo,spotify:track:49Ufp2YksR78HhzjIISVWo,https://api.spotify.com/v1/tracks/49Ufp2YksR78HhzjIISVWo,https://api.spotify.com/v1/audio-analysis/49Ufp2YksR78HhzjIISVWo,262093,4,Neal And Jack And Me,King Crimson,262093,2023-12-14 16:25:00
0,0.342,0.0881,4,-29.415,1,0.0463,0.772,0.331,0.107,0.247,75.5,audio_features,03eLKI5mewmJqp5eY0WkPT,spotify:track:03eLKI5mewmJqp5eY0WkPT,https://api.spotify.com/v1/tracks/03eLKI5mewmJqp5eY0WkPT,https://api.spotify.com/v1/audio-analysis/03eLKI5mewmJqp5eY0WkPT,277659,4,Cadence and Cascade,King Crimson,277659,2023-12-14 16:30:00
0,0.263,0.289,4,-13.164,1,0.0353,0.705,0.0282,0.112,0.154,103.866,audio_features,1FRi4xi7dnViWnxatYwnxh,spotify:track:1FRi4xi7dnViWnxatYwnxh,https://api.spotify.com/v1/tracks/1FRi4xi7dnViWnxatYwnxh,https://api.spotify.com/v1/audio-analysis/1FRi4xi7dnViWnxatYwnxh,229320,3,Matte Kudasai,King Crimson,194875,2023-12-14 16:44:00
0,0.463,0.0798,11,-25.82,1,0.0576,0.694,0.929,0.166,0.651,67.814,audio_features,42HN6p1xRxAn439UH1MJ6G,spotify:track:42HN6p1xRxAn439UH1MJ6G,https://api.spotify.com/v1/tracks/42HN6p1xRxAn439UH1MJ6G,https://api.spotify.com/v1/audio-analysis/42HN6p1xRxAn439UH1MJ6G,91040,4,Orchid (2009 - Remaster),Black Sabbath,91040,2023-12-14 18:19:00
0,0.492,0.446,7,-17.181,1,0.064,0.025,0.874,0.566,0.356,112.818,audio_features,0h2gzJQBt6duqZD6kWiz4s,spotify:track:0h2gzJQBt6duqZD6kWiz4s,https://api.spotify.com/v1/tracks/0h2gzJQBt6duqZD6kWiz4s,https://api.spotify.com/v1/audio-analysis/0h2gzJQBt6duqZD6kWiz4s,260960,4,Moby Dick,Led Zeppelin,260960,2023-12-14 18:24:00
0,0.359,0.191,2,-17.148,1,0.0334,0.369,0.14,0.112,0.296,81.508,audio_features,2HuDXpZPIXiEQbFBUXqktZ,spotify:track:2HuDXpZPIXiEQbFBUXqktZ,https://api.spotify.com/v1/tracks/2HuDXpZPIXiEQbFBUXqktZ,https://api.spotify.com/v1/audio-analysis/2HuDXpZPIXiEQbFBUXqktZ,170533,4,Laguna Sunrise (2009 - Remaster),Black Sabbath,170533,2023-12-14 18:27:00
0,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,audio_features,2EoOZnxNgtmZaD8uUmz2nD,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/audio-analysis/2EoOZnxNgtmZaD8uUmz2nD,318587,4,Black Hole Sun,Peter Frampton,325653,2023-12-14 18:32:00
0,0.442,0.868,5,-6.732,0,0.044,0.00716,0.139,0.122,0.32,100.285,audio_features,75ExeVDHeRuIKZgBALcdrF,spotify:track:75ExeVDHeRuIKZgBALcdrF,https://api.spotify.com/v1/tracks/75ExeVDHeRuIKZgBALcdrF,https://api.spotify.com/v1/audio-analysis/75ExeVDHeRuIKZgBALcdrF,279160,4,Daphne,John Paul Jones,290466,2023-12-14 18:37:00
0,0.427,0.162,4,-14.99,0,0.0479,0.994,0.903,0.108,0.307,102.759,audio_features,3fXFhoffpzywnfHC3BpyuX,spotify:track:3fXFhoffpzywnfHC3BpyuX,https://api.spotify.com/v1/tracks/3fXFhoffpzywnfHC3BpyuX,https://api.spotify.com/v1/audio-analysis/3fXFhoffpzywnfHC3BpyuX,83170,1,Cathedral - 2015 Remaster,Van Halen,83169,2023-12-14 18:38:00
0,0.479,0.909,2,-7.404,1,0.0716,9.07e-05,0.758,0.634,0.278,111.892,audio_features,7q84UlknHb4sIThLIERiVK,spotify:track:7q84UlknHb4sIThLIERiVK,https://api.spotify.com/v1/tracks/7q84UlknHb4sIThLIERiVK,https://api.spotify.com/v1/audio-analysis/7q84UlknHb4sIThLIERiVK,310467,4,Leafy Meadows,John Paul Jones,310466,2023-12-14 18:44:00
0,0.537,0.522,0,-13.298,1,0.059,0.306,0.182,0.957,0.734,139.91,audio_features,50wBqWRllO7k8GojEI7gbn,spotify:track:50wBqWRllO7k8GojEI7gbn,https://api.spotify.com/v1/tracks/50wBqWRllO7k8GojEI7gbn,https://api.spotify.com/v1/audio-analysis/50wBqWRllO7k8GojEI7gbn,234813,3,Red,King Crimson,375748,2023-12-14 18:50:00
0,0.464,0.438,9,-15.776,1,0.0315,0.0173,0.878,0.149,0.536,166.002,audio_features,0paC1RieEjT1Vi22nHVn5F,spotify:track:0paC1RieEjT1Vi22nHVn5F,https://api.spotify.com/v1/tracks/0paC1RieEjT1Vi22nHVn5F,https://api.spotify.com/v1/audio-analysis/0paC1RieEjT1Vi22nHVn5F,500344,4,Eternal Wheel,Ozric Tentacles,6619,2023-12-14 18:56:00
0,0.374,0.775,7,-13.642,0,0.0605,0.00434,0.825,0.242,0.408,116.336,audio_features,7aihEiJA8hhlo716VqAeXi,spotify:track:7aihEiJA8hhlo716VqAeXi,https://api.spotify.com/v1/tracks/7aihEiJA8hhlo716VqAeXi,https://api.spotify.com/v1/audio-analysis/7aihEiJA8hhlo716VqAeXi,298467,4,Star Cycle,Jeff Beck,298466,2023-12-14 18:56:00
0,0.366,0.606,0,-10.274,1,0.0371,0.000994,0.58,0.0762,0.137,143.183,audio_features,4CyElmiM9EF9aURGWlPZLi,spotify:track:4CyElmiM9EF9aURGWlPZLi,https://api.spotify.com/v1/tracks/4CyElmiM9EF9aURGWlPZLi,https://api.spotify.com/v1/audio-analysis/4CyElmiM9EF9aURGWlPZLi,574733,4,La Villa Strangiato,Rush,1750,2023-12-14 18:56:00
0,0.498,0.489,3,-12.074,0,0.0956,0.0574,0.00457,0.396,0.402,76.907,audio_features,29InGJ0YoOTbZFPUKACVhg,spotify:track:29InGJ0YoOTbZFPUKACVhg,https://api.spotify.com/v1/tracks/29InGJ0YoOTbZFPUKACVhg,https://api.spotify.com/v1/audio-analysis/29InGJ0YoOTbZFPUKACVhg,298827,4,Caravan to Midnight,Robin Trower,298826,2023-12-14 19:01:00
0,0.614,0.484,9,-8.853,0,0.033,0.158,0.109,0.0851,0.621,78.747,audio_features,0lJ8EaAeHeBux57hvDaQmM,spotify:track:0lJ8EaAeHeBux57hvDaQmM,https://api.spotify.com/v1/tracks/0lJ8EaAeHeBux57hvDaQmM,https://api.spotify.com/v1/audio-analysis/0lJ8EaAeHeBux57hvDaQmM,141013,3,Lipstick Traces - 2007 Remaster,UFO,7356,2023-12-14 19:02:00
0,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4,Stairway To Heaven,Stanley Jordan,6314,2023-12-14 19:12:00
0,0.319,0.179,2,-17.635,1,0.0315,0.0634,0.181,0.431,0.259,133.708,audio_features,7EUEl5wJb8VI777UAUvRnH,spotify:track:7EUEl5wJb8VI777UAUvRnH,https://api.spotify.com/v1/tracks/7EUEl5wJb8VI777UAUvRnH,https://api.spotify.com/v1/audio-analysis/7EUEl5wJb8VI777UAUvRnH,225827,4,Brain Damage,Ginger Baker,289333,2023-12-15 06:15:00
0,0.399,0.433,5,-13.721,1,0.0389,0.549,0.873,0.141,0.556,88.993,audio_features,2oZsXSssUFo09ZdDH217ld,spotify:track:2oZsXSssUFo09ZdDH217ld,https://api.spotify.com/v1/tracks/2oZsXSssUFo09ZdDH217ld,https://api.spotify.com/v1/audio-analysis/2oZsXSssUFo09ZdDH217ld,479187,4,Blessed Relief,Frank Zappa,479186,2023-12-15 06:23:00
0,0.205,0.433,1,-12.558,1,0.0328,0.367,0.00121,0.122,0.656,66.238,audio_features,5OWP3TpduEzzKX6W5WfOwH,spotify:track:5OWP3TpduEzzKX6W5WfOwH,https://api.spotify.com/v1/tracks/5OWP3TpduEzzKX6W5WfOwH,https://api.spotify.com/v1/audio-analysis/5OWP3TpduEzzKX6W5WfOwH,403867,4,Butty's Blues,Colosseum,2442,2023-12-15 06:28:00
0,0.343,0.641,9,-8.665,1,0.0522,0.324,0.0354,0.241,0.743,171.971,audio_features,2neQlGh0qV85WRtG4f7JEN,spotify:track:2neQlGh0qV85WRtG4f7JEN,https://api.spotify.com/v1/tracks/2neQlGh0qV85WRtG4f7JEN,https://api.spotify.com/v1/audio-analysis/2neQlGh0qV85WRtG4f7JEN,176453,4,Cletus Awreetus-Awrightus,Frank Zappa,1685,2023-12-15 06:28:00
0,0.249,0.82,7,-8.284,0,0.0494,0.132,0.818,0.153,0.219,151.79,audio_features,5ePk7GMQIBbvgqVVQH8Xes,spotify:track:5ePk7GMQIBbvgqVVQH8Xes,https://api.spotify.com/v1/tracks/5ePk7GMQIBbvgqVVQH8Xes,https://api.spotify.com/v1/audio-analysis/5ePk7GMQIBbvgqVVQH8Xes,282133,4,Cosmic Messenger,Jean-Luc Ponty,2151,2023-12-15 06:28:00
0,0.429,0.295,2,-14.464,0,0.0292,0.243,0.182,0.261,0.288,76.321,audio_features,769OeqqYJcSQjvVquDWfYf,spotify:track:769OeqqYJcSQjvVquDWfYf,https://api.spotify.com/v1/tracks/769OeqqYJcSQjvVquDWfYf,https://api.spotify.com/v1/audio-analysis/769OeqqYJcSQjvVquDWfYf,278640,4,Hummingbird,B.B. King,278640,2023-12-15 06:28:00
0,0.629,0.0192,4,-19.952,1,0.0833,0.989,4.3e-05,0.106,0.335,169.254,audio_features,61K6lqGyrl2Aerk0LjAZem,spotify:track:61K6lqGyrl2Aerk0LjAZem,https://api.spotify.com/v1/tracks/61K6lqGyrl2Aerk0LjAZem,https://api.spotify.com/v1/audio-analysis/61K6lqGyrl2Aerk0LjAZem,188160,4,Rollin' Stone,Muddy Waters,188160,2023-12-15 06:31:00
0,0.538,0.441,7,-15.472,1,0.0322,0.0858,0.0224,0.0692,0.343,117.07,audio_features,2cgNpsfZcBzdgeNPEeCnue,spotify:track:2cgNpsfZcBzdgeNPEeCnue,https://api.spotify.com/v1/tracks/2cgNpsfZcBzdgeNPEeCnue,https://api.spotify.com/v1/audio-analysis/2cgNpsfZcBzdgeNPEeCnue,477926,4,Aja,Steely Dan,18880,2023-12-15 06:31:00
0,0.716,0.581,11,-6.72,1,0.0314,0.85,0.000603,0.124,0.466,117.6,audio_features,62p2iNQRUoZfHfbZIYUZMI,spotify:track:62p2iNQRUoZfHfbZIYUZMI,https://api.spotify.com/v1/tracks/62p2iNQRUoZfHfbZIYUZMI,https://api.spotify.com/v1/audio-analysis/62p2iNQRUoZfHfbZIYUZMI,202960,3,New Coat Of Paint,Tom Waits,202960,2023-12-15 06:35:00
0,0.522,0.37,2,-8.364,1,0.0253,0.651,0.0,0.142,0.653,105.826,audio_features,1AJ5F0FMTC3yFU3ocjy1gE,spotify:track:1AJ5F0FMTC3yFU3ocjy1gE,https://api.spotify.com/v1/tracks/1AJ5F0FMTC3yFU3ocjy1gE,https://api.spotify.com/v1/audio-analysis/1AJ5F0FMTC3yFU3ocjy1gE,148533,3,Surfer Girl,Bill Frisell,254106,2023-12-15 06:39:00
0,0.444,0.459,9,-16.485,0,0.0388,0.752,0.885,0.13,0.735,152.111,audio_features,3Wwy5wlxd8CpKMZGc4Mgjf,spotify:track:3Wwy5wlxd8CpKMZGc4Mgjf,https://api.spotify.com/v1/tracks/3Wwy5wlxd8CpKMZGc4Mgjf,https://api.spotify.com/v1/audio-analysis/3Wwy5wlxd8CpKMZGc4Mgjf,139253,4,Pipeline,Bill Frisell,426173,2023-12-15 06:46:00
0,0.508,0.413,9,-9.435,0,0.0367,0.497,0.201,0.163,0.668,119.14,audio_features,7xCxwxyWLEygdGaewwmVZS,spotify:track:7xCxwxyWLEygdGaewwmVZS,https://api.spotify.com/v1/tracks/7xCxwxyWLEygdGaewwmVZS,https://api.spotify.com/v1/audio-analysis/7xCxwxyWLEygdGaewwmVZS,398518,4,Jazz Thing,Ultimate Spinach,398517,2023-12-15 06:54:00
0,0.311,0.699,11,-12.857,0,0.0765,0.208,0.909,0.683,0.4,92.103,audio_features,7JTX63OYbC43xq3fUltwZR,spotify:track:7JTX63OYbC43xq3fUltwZR,https://api.spotify.com/v1/tracks/7JTX63OYbC43xq3fUltwZR,https://api.spotify.com/v1/audio-analysis/7JTX63OYbC43xq3fUltwZR,400880,4,Eat That Question,Frank Zappa,400880,2023-12-15 07:02:00
0,0.487,0.589,7,-10.701,1,0.0498,0.0356,0.00222,0.0609,0.469,91.547,audio_features,0iLZYfdEAyaXCAjyh3OgHo,spotify:track:0iLZYfdEAyaXCAjyh3OgHo,https://api.spotify.com/v1/tracks/0iLZYfdEAyaXCAjyh3OgHo,https://api.spotify.com/v1/audio-analysis/0iLZYfdEAyaXCAjyh3OgHo,315200,4,The Way of the Pilgrim,John McLaughlin,180936,2023-12-15 07:16:00
0,0.575,0.696,0,-10.01,1,0.12,0.179,0.00114,0.315,0.646,86.304,audio_features,6MBZyLisOWTChcevgFqwVr,spotify:track:6MBZyLisOWTChcevgFqwVr,https://api.spotify.com/v1/tracks/6MBZyLisOWTChcevgFqwVr,https://api.spotify.com/v1/audio-analysis/6MBZyLisOWTChcevgFqwVr,250200,4,Cross-Eyed Mary,Jethro Tull,2903,2023-12-15 15:42:00
0,0.371,0.467,4,-17.199,1,0.0465,0.00421,0.855,0.487,0.394,103.685,audio_features,0Ga3szKsJOeZ0eAfydm1WV,spotify:track:0Ga3szKsJOeZ0eAfydm1WV,https://api.spotify.com/v1/tracks/0Ga3szKsJOeZ0eAfydm1WV,https://api.spotify.com/v1/audio-analysis/0Ga3szKsJOeZ0eAfydm1WV,355400,4,One Of These Days - 2011 Remastered Version,Pink Floyd,24277,2023-12-15 15:42:00
0,0.49,0.8,3,-7.979,1,0.0512,0.102,0.0746,0.736,0.804,116.405,audio_features,4chpYNRE0VHMlYSgZBzFci,spotify:track:4chpYNRE0VHMlYSgZBzFci,https://api.spotify.com/v1/tracks/4chpYNRE0VHMlYSgZBzFci,https://api.spotify.com/v1/audio-analysis/4chpYNRE0VHMlYSgZBzFci,311933,4,"Changes - Live At Fillmore East, 1970 / 50th Anniversary",Jimi Hendrix,311933,2023-12-15 15:47:00
0,0.347,0.8,7,-6.651,1,0.0294,0.00147,0.769,0.0975,0.66,103.725,audio_features,47atuTch0AN7NvP9vp42a5,spotify:track:47atuTch0AN7NvP9vp42a5,https://api.spotify.com/v1/tracks/47atuTch0AN7NvP9vp42a5,https://api.spotify.com/v1/audio-analysis/47atuTch0AN7NvP9vp42a5,431227,4,Ramble Tamble,Creedence Clearwater Revival,431188,2023-12-15 15:55:00
0,0.509,0.455,1,-13.768,1,0.0401,0.264,0.2,0.107,0.55,81.435,audio_features,5IAQMk5kTyapufseqmvwjm,spotify:track:5IAQMk5kTyapufseqmvwjm,https://api.spotify.com/v1/tracks/5IAQMk5kTyapufseqmvwjm,https://api.spotify.com/v1/audio-analysis/5IAQMk5kTyapufseqmvwjm,364627,4,Hey Baby (New Rising Sun),Jimi Hendrix,364626,2023-12-15 16:01:00
0,0.484,0.66,0,-11.163,1,0.0358,0.034,0.0812,0.0893,0.742,78.591,audio_features,4PPwkLq2ld1k09Bl5NkyZB,spotify:track:4PPwkLq2ld1k09Bl5NkyZB,https://api.spotify.com/v1/tracks/4PPwkLq2ld1k09Bl5NkyZB,https://api.spotify.com/v1/audio-analysis/4PPwkLq2ld1k09Bl5NkyZB,169600,4,Uncle Remus,Frank Zappa,169600,2023-12-15 16:04:00
0,0.452,0.757,6,-5.41,0,0.0396,0.409,0.344,0.135,0.567,115.546,audio_features,6Rb4xFCy3Hh5MJ88ehLXdc,spotify:track:6Rb4xFCy3Hh5MJ88ehLXdc,https://api.spotify.com/v1/tracks/6Rb4xFCy3Hh5MJ88ehLXdc,https://api.spotify.com/v1/audio-analysis/6Rb4xFCy3Hh5MJ88ehLXdc,319587,4,Fresh Air - Remastered,Quicksilver Messenger Service,258836,2023-12-15 16:20:00
0,0.452,0.757,6,-5.41,0,0.0396,0.409,0.344,0.135,0.567,115.546,audio_features,6Rb4xFCy3Hh5MJ88ehLXdc,spotify:track:6Rb4xFCy3Hh5MJ88ehLXdc,https://api.spotify.com/v1/tracks/6Rb4xFCy3Hh5MJ88ehLXdc,https://api.spotify.com/v1/audio-analysis/6Rb4xFCy3Hh5MJ88ehLXdc,319587,4,Fresh Air - Remastered,Quicksilver Messenger Service,60842,2023-12-15 16:43:00
0,0.551,0.619,10,-6.929,0,0.185,0.155,0.0267,0.854,0.481,83.959,audio_features,6uNyTYOEaNOY38r1dgoqAL,spotify:track:6uNyTYOEaNOY38r1dgoqAL,https://api.spotify.com/v1/tracks/6uNyTYOEaNOY38r1dgoqAL,https://api.spotify.com/v1/audio-analysis/6uNyTYOEaNOY38r1dgoqAL,576360,4,"Who Knows - Live At Fillmore East, 1970 / 50th Anniversary",Jimi Hendrix,576360,2023-12-15 16:53:00
0,0.672,0.556,0,-12.147,1,0.0433,0.518,0.00498,0.0904,0.627,119.629,audio_features,2bD8JWzDBOnSeUcsjVU2SD,spotify:track:2bD8JWzDBOnSeUcsjVU2SD,https://api.spotify.com/v1/tracks/2bD8JWzDBOnSeUcsjVU2SD,https://api.spotify.com/v1/audio-analysis/2bD8JWzDBOnSeUcsjVU2SD,233800,4,Half Moon,Janis Joplin,233800,2023-12-15 16:57:00
0,0.439,0.422,0,-8.384,1,0.0312,0.724,0.203,0.152,0.564,70.283,audio_features,4uhJps8XVlPZbdI5ZArAUO,spotify:track:4uhJps8XVlPZbdI5ZArAUO,https://api.spotify.com/v1/tracks/4uhJps8XVlPZbdI5ZArAUO,https://api.spotify.com/v1/audio-analysis/4uhJps8XVlPZbdI5ZArAUO,152107,4,You Gotta Move - 2009 Mix,The Rolling Stones,152106,2023-12-15 16:59:00
0,0.525,0.501,1,-14.192,1,0.0318,0.16,0.025,0.146,0.333,108.291,audio_features,1dK6cNOMYjEP3QGYOfwP6t,spotify:track:1dK6cNOMYjEP3QGYOfwP6t,https://api.spotify.com/v1/tracks/1dK6cNOMYjEP3QGYOfwP6t,https://api.spotify.com/v1/audio-analysis/1dK6cNOMYjEP3QGYOfwP6t,257346,4,Bron-Y-Aur Stomp - Remaster,Led Zeppelin,257346,2023-12-15 17:04:00
0,0.295,0.711,0,-7.205,1,0.0358,0.127,0.0418,0.425,0.661,96.003,audio_features,40THJtkJOEJdPeW3QJbH8G,spotify:track:40THJtkJOEJdPeW3QJbH8G,https://api.spotify.com/v1/tracks/40THJtkJOEJdPeW3QJbH8G,https://api.spotify.com/v1/audio-analysis/40THJtkJOEJdPeW3QJbH8G,317493,3,Directly From My Heart To You,The Mothers Of Invention,2843,2023-12-15 17:10:00
0,0.352,0.656,5,-5.721,1,0.0289,0.869,0.8,0.221,0.363,76.121,audio_features,2u63axjx9VKmFfQNqmpi8a,spotify:track:2u63axjx9VKmFfQNqmpi8a,https://api.spotify.com/v1/tracks/2u63axjx9VKmFfQNqmpi8a,https://api.spotify.com/v1/audio-analysis/2u63axjx9VKmFfQNqmpi8a,317173,4,Let It Loose,The Rolling Stones,317173,2023-12-15 17:10:00
0,0.528,0.655,0,-7.85,0,0.0262,0.0102,0.723,0.377,0.367,115.285,audio_features,5VErNsWF69eD0HiBt2vWcH,spotify:track:5VErNsWF69eD0HiBt2vWcH,https://api.spotify.com/v1/tracks/5VErNsWF69eD0HiBt2vWcH,https://api.spotify.com/v1/audio-analysis/5VErNsWF69eD0HiBt2vWcH,331853,4,Nineteen Hundred And Eighty Five - 2010 Remaster,Paul McCartney,3668,2023-12-15 17:10:00
0,0.439,0.827,0,-4.593,1,0.0335,0.0646,0.374,0.0844,0.54,111.297,audio_features,0f7VY69zhtS20Xm5PVYCm5,spotify:track:0f7VY69zhtS20Xm5PVYCm5,https://api.spotify.com/v1/tracks/0f7VY69zhtS20Xm5PVYCm5,https://api.spotify.com/v1/audio-analysis/0f7VY69zhtS20Xm5PVYCm5,206467,4,Doo Doo Doo Doo Doo (Heartbreaker),The Rolling Stones,206466,2023-12-15 17:13:00
0,0.476,0.251,11,-17.617,0,0.0339,0.0732,0.0323,0.149,0.498,81.117,audio_features,46ITAa2MkDCQQQbVJv1cTN,spotify:track:46ITAa2MkDCQQQbVJv1cTN,https://api.spotify.com/v1/tracks/46ITAa2MkDCQQQbVJv1cTN,https://api.spotify.com/v1/audio-analysis/46ITAa2MkDCQQQbVJv1cTN,80880,4,Cheap Day Return,Jethro Tull,80880,2023-12-15 17:20:00
0,0.618,0.769,9,-8.012,1,0.0248,0.0123,0.00829,0.23,0.385,102.678,audio_features,4r8AQvzullpWTDpgv70KxD,spotify:track:4r8AQvzullpWTDpgv70KxD,https://api.spotify.com/v1/tracks/4r8AQvzullpWTDpgv70KxD,https://api.spotify.com/v1/audio-analysis/4r8AQvzullpWTDpgv70KxD,339475,4,The Rover - Remaster,Led Zeppelin,339474,2023-12-15 17:26:00
0,0.617,0.544,7,-9.529,0,0.0433,0.425,0.000948,0.34,0.623,119.068,audio_features,1K9B43e0PyilYctK0WgoO4,spotify:track:1K9B43e0PyilYctK0WgoO4,https://api.spotify.com/v1/tracks/1K9B43e0PyilYctK0WgoO4,https://api.spotify.com/v1/audio-analysis/1K9B43e0PyilYctK0WgoO4,256360,4,Don't Take Me Alive,Steely Dan,5294,2023-12-15 17:26:00
0,0.65,0.76,4,-8.459,0,0.0588,0.2,4.53e-05,0.14,0.71,122.636,audio_features,1JrNAxiq1o57wxuI9aX6KJ,spotify:track:1JrNAxiq1o57wxuI9aX6KJ,https://api.spotify.com/v1/tracks/1JrNAxiq1o57wxuI9aX6KJ,https://api.spotify.com/v1/audio-analysis/1JrNAxiq1o57wxuI9aX6KJ,227520,4,Teacher - Single Mix; 2001 Remaster,Jethro Tull,1367,2023-12-15 17:26:00
0,0.512,0.532,9,-12.432,1,0.0645,0.571,1.02e-06,0.157,0.846,75.75,audio_features,3uvEsp3LWHowImpBbZnAtS,spotify:track:3uvEsp3LWHowImpBbZnAtS,https://api.spotify.com/v1/tracks/3uvEsp3LWHowImpBbZnAtS,https://api.spotify.com/v1/audio-analysis/3uvEsp3LWHowImpBbZnAtS,178667,4,Rock and Roll Doctor,Little Feat,1251,2023-12-15 17:26:00
0,0.424,0.658,0,-11.751,1,0.0359,0.459,0.897,0.103,0.494,136.018,audio_features,1vcmEqKQAHlnV2fcNdJjEt,spotify:track:1vcmEqKQAHlnV2fcNdJjEt,https://api.spotify.com/v1/tracks/1vcmEqKQAHlnV2fcNdJjEt,https://api.spotify.com/v1/audio-analysis/1vcmEqKQAHlnV2fcNdJjEt,297507,4,Incident at Neshabur,Santana,297506,2023-12-15 17:31:00
0,0.641,0.725,7,-7.376,1,0.039,0.16,0.00321,0.648,0.808,112.529,audio_features,5piJiL6aRhvrKBa9YuEfS9,spotify:track:5piJiL6aRhvrKBa9YuEfS9,https://api.spotify.com/v1/tracks/5piJiL6aRhvrKBa9YuEfS9,https://api.spotify.com/v1/audio-analysis/5piJiL6aRhvrKBa9YuEfS9,170133,4,Peace Frog,The Doors,170132,2023-12-15 17:35:00
0,0.28,0.879,9,-9.214,1,0.0793,0.303,0.821,0.338,0.568,171.12,audio_features,0W7SzJd9YNDiEUxxeKGdTU,spotify:track:0W7SzJd9YNDiEUxxeKGdTU,https://api.spotify.com/v1/tracks/0W7SzJd9YNDiEUxxeKGdTU,https://api.spotify.com/v1/audio-analysis/0W7SzJd9YNDiEUxxeKGdTU,349787,4,Apostrophe',Frank Zappa,349786,2023-12-15 17:40:00
0,0.386,0.264,11,-16.282,1,0.0347,0.0832,0.417,0.282,0.158,136.363,audio_features,4xmlBI4xprNK78GSoTtkxp,spotify:track:4xmlBI4xprNK78GSoTtkxp,https://api.spotify.com/v1/tracks/4xmlBI4xprNK78GSoTtkxp,https://api.spotify.com/v1/audio-analysis/4xmlBI4xprNK78GSoTtkxp,229120,4,Drifting,Jimi Hendrix,229120,2023-12-15 17:44:00
0,0.561,0.783,5,-8.878,1,0.0366,0.106,0.0214,0.0812,0.768,133.518,audio_features,3d2oiHuHm3rftzRDPeL5LU,spotify:track:3d2oiHuHm3rftzRDPeL5LU,https://api.spotify.com/v1/tracks/3d2oiHuHm3rftzRDPeL5LU,https://api.spotify.com/v1/audio-analysis/3d2oiHuHm3rftzRDPeL5LU,197813,4,Gimme Some Truth - Remastered 2010,John Lennon,197813,2023-12-15 17:48:00
0,0.433,0.44,10,-10.395,1,0.0469,0.0676,3.47e-06,0.141,0.753,162.107,audio_features,4zb4qr1V0efkWbKzWoM58z,spotify:track:4zb4qr1V0efkWbKzWoM58z,https://api.spotify.com/v1/tracks/4zb4qr1V0efkWbKzWoM58z,https://api.spotify.com/v1/audio-analysis/4zb4qr1V0efkWbKzWoM58z,300038,5,Really Don't Mind / See There a Son Is Born - Steven Wilson Stereo Remix,Jethro Tull,85103,2023-12-15 17:50:00
0,0.394,0.863,9,-6.239,1,0.101,0.0157,0.0116,0.0609,0.907,193.552,audio_features,5BUVbe6Zt1jVgKFKMdp0p0,spotify:track:5BUVbe6Zt1jVgKFKMdp0p0,https://api.spotify.com/v1/tracks/5BUVbe6Zt1jVgKFKMdp0p0,https://api.spotify.com/v1/audio-analysis/5BUVbe6Zt1jVgKFKMdp0p0,247773,4,Jeepster,T. Rex,247773,2023-12-15 17:54:00
0,0.362,0.129,0,-19.257,1,0.0322,0.281,0.652,0.389,0.2,72.84,audio_features,0YNaC18YzZHB610787YKud,spotify:track:0YNaC18YzZHB610787YKud,https://api.spotify.com/v1/tracks/0YNaC18YzZHB610787YKud,https://api.spotify.com/v1/audio-analysis/0YNaC18YzZHB610787YKud,323947,4,Fat Old Sun - 2011 Remaster,Pink Floyd,323946,2023-12-15 18:00:00
0,0.417,0.5,7,-6.449,1,0.0263,0.575,0.0883,0.102,0.241,130.531,audio_features,3w7hnMNX4zVZeBJ6LisTjT,spotify:track:3w7hnMNX4zVZeBJ6LisTjT,https://api.spotify.com/v1/tracks/3w7hnMNX4zVZeBJ6LisTjT,https://api.spotify.com/v1/audio-analysis/3w7hnMNX4zVZeBJ6LisTjT,357200,4,Moonlight Mile - 2009 Mix,The Rolling Stones,357200,2023-12-15 18:07:00
